word: overrepresentation
ンッ: 24821.84
ウソップ: 13712.56
海賊: 302.66
ヤツ: 103.69
野郎: 60.66
待つ: 53.35
逃げる: 30.43
バカ: 27.65
死ぬ: 26.64
知る: 22.52
分かる: 19.01
王: 15.08
船: 14.68
ねえ: 11.54
仲間: 10.80
やる: 9.40
海: 8.73
男: 8.69
島: 8.65
来る: 7.93
町: 6.55
くれる: 6.16
出る: 4.57
見る: 4.36
行く: 4.16
言う: 3.70
国: 3.65
もん: 3.09
くる: 2.72
手: 2.39
する: 2.28
なる: 1.94
みんな: 1.75
できる: 1.13
わけ: 1.12
気: 1.03
いく: 0.94
思う: 0.91
いい: 0.90
いる: 0.83
ある: 0.75
今: 0.73
年: 0.72
こと: 0.65
もの: 0.52
人: 0.36
ない: 0.32
いう: 0.15
