word: overrepresentation
ホーディ: 16446.02
魚人: 2801.95
麦わら: 1689.13
海賊: 426.74
一味: 386.68
ほし: 295.04
しら: 150.08
待つ: 42.79
王: 26.41
知る: 20.21
海: 17.50
島: 16.67
分かる: 14.84
仲間: 12.96
すべて: 9.13
ねえ: 8.60
人間: 7.31
やる: 7.13
くれる: 6.35
来る: 6.12
見る: 3.92
行く: 3.65
やつ: 3.29
くる: 3.08
もん: 2.67
する: 2.51
言う: 2.45
なる: 2.25
手: 2.10
みんな: 1.85
今: 0.89
できる: 0.87
いく: 0.83
いる: 0.83
年: 0.71
いい: 0.68
ある: 0.63
こと: 0.42
人: 0.34
ない: 0.18
いう: 0.12
