word: overrepresentation
麦わら: 1093.63
海賊: 304.42
待つ: 54.09
知る: 21.67
王: 19.72
死ぬ: 18.13
分かる: 15.62
船: 13.11
島: 9.80
海: 9.54
ねえ: 9.53
やる: 7.57
男: 7.22
来る: 7.19
くれる: 5.86
出る: 4.52
見る: 4.09
行く: 3.82
国: 3.21
言う: 2.78
くる: 2.61
する: 2.39
なる: 2.00
いく: 0.94
できる: 0.92
いる: 0.90
今: 0.76
いい: 0.72
ある: 0.67
こと: 0.48
ない: 0.23
いう: 0.12
