word: overrepresentation
ウソップ: 14942.21
麦わら: 785.96
サンジ: 500.14
海賊: 196.31
ヤツ: 112.58
黄金: 83.43
待つ: 65.80
逃げる: 28.49
知る: 24.74
船: 24.24
バカ: 20.81
空: 19.72
分かる: 18.91
島: 14.97
聞く: 10.80
ねえ: 10.66
来る: 7.95
やる: 7.73
海: 7.53
くれる: 5.21
出る: 4.87
見る: 4.80
神: 4.69
行く: 4.09
言う: 3.42
もん: 2.52
くる: 2.48
する: 2.46
手: 2.13
みんな: 1.90
なる: 1.71
気: 1.25
いる: 1.02
いく: 1.00
ある: 0.95
わけ: 0.92
いい: 0.86
できる: 0.86
前: 0.84
思う: 0.73
今: 0.66
こと: 0.61
もの: 0.59
ない: 0.28
人: 0.26
いう: 0.18
